";"
"2021;20,73"
"2022;21,43482"
"2023;22,16360388"
"2024;22,91716641"
"2025;23,69635007"
"2026;24,50202597"
"2027;25,33509486"
"2028;26,19648808"
"2029;27,08716868"
"2030;28,00813241"
